train_losses,val_losses
0.7447664973735809,0.33886792628388657
0.29703536319732665,0.15643219257655896
0.20602954339981078,0.10787220063962434
0.1736371703147888,0.08673012295835897
0.17223715043067933,0.07877777007065322
0.1771332415342331,0.07106209977676994
0.17298538774251937,0.07195625336546647
0.17997328978776933,0.07419706920259878
0.1769614691734314,0.06590213685443527
0.17955111169815063,0.06482898071408272
0.1838073000907898,0.06655366542307954
0.18366857081651689,0.06359758051602464
0.18936597234010696,0.06443622394611961
0.19065449404716492,0.0665848994333493
0.1960464870929718,0.06423174315377285
0.2010325986146927,0.061950157347478364
0.20752094542980193,0.06421321081487756
0.21275639629364013,0.06829407595490154
0.2184244281053543,0.06358621955702179
0.2254196674823761,0.0754273702439509
0.22856239533424377,0.0655857912803951
0.2290645773410797,0.07026341067332971
0.23358722579479219,0.06126582681348449
0.23674259662628175,0.05981906072089547
0.23412347078323364,0.06043920391484311
0.2404177292585373,0.06073515156382009
0.24367838311195372,0.06221111452108935
0.24620702934265137,0.06653270223423054
0.254014990568161,0.0630431012495568
0.259082883477211,0.060554049516979014
0.26067763662338256,0.0662750627257322
0.2605650188922882,0.06481244552292321
0.26627410864830015,0.06170334314045153
0.2698142381906509,0.06243508975756796
0.2732444384098053,0.06296947696491291
0.2757774336338043,0.06138728931546211
0.27926475846767423,0.06083082270465399
0.2778776944875717,0.06093626626228031
0.2794291632175446,0.06742458437618457
0.28475920569896696,0.06064012881956602
0.28621866917610167,0.05847305647636715
0.28809074258804324,0.06655029697637808
0.2953298910856247,0.06338790823754512
0.29627968299388885,0.05913968933256049
0.3044434252977371,0.0579793759082493
0.3020243502855301,0.06074720013298487
0.3074338705539703,0.061939903780033716
0.3106845278739929,0.061439785910280126
0.312563662648201,0.06344788913664065
0.31516321659088137,0.062114019339021886
0.3192543671131134,0.06208525656869537
0.31910436451435087,0.060567854854621385
0.3220905270576477,0.060645444024550285
0.3244555517435074,0.0615606956968182
0.32325940871238706,0.06341759272311863
0.33004103314876554,0.061639862037018725
0.3306840889453888,0.06240292638540268
0.33045272040367124,0.062364963520514335
0.33290454363822936,0.06180857455259875
0.33606755423545837,0.058417163593204396
0.3443398356437683,0.061360436442651246
0.343592209815979,0.06153231682746034
0.34310834074020385,0.06417094288687956
0.3423619544506073,0.05893825876869654
0.34962660694122316,0.058722227027541714
0.3507864420413971,0.05802314454003384
0.35506678390502927,0.058833551642141844
0.3551971468925476,0.058952833868955314
0.35178721499443055,0.06113410525416073
0.355747255563736,0.06038269518237365
0.3580768234729767,0.06050856587918181
0.3602455620765686,0.06135410305700804
0.35913024497032164,0.06114161798828527
0.36580232763290405,0.05823356873894993
0.36843851923942567,0.06303723391733672
0.36938646554946897,0.061199825649198736
0.3712080683708191,0.06520296868525054
0.3694369049072266,0.060880132607723535
0.3707799997329712,0.05927378527427975
0.3769785132408142,0.058823047499907646
0.37302133774757384,0.059373800495737476
0.37748302006721496,0.0647335797548294
0.37549036955833437,0.06128694469991483
0.3782709567546845,0.05859609379580146
0.38378809666633606,0.0596589651939116
0.382023362159729,0.0615490408320176
0.382718563079834,0.06176533706878361
0.3837354142665863,0.05902689048334172
0.3852362902164459,0.06214240016905885
0.38440064692497256,0.060344250382561436
0.38631678247451784,0.060612067580223083
0.38970002889633176,0.06295793797624738
0.3881543986797333,0.062335801948057976
0.39067817306518554,0.061629721992894224
0.39189590406417846,0.058365305983706525
0.39379039883613587,0.06229809299111366
0.39492121076583864,0.06262976793866408
0.39580400204658506,0.06267987681846869
0.39445686507225036,0.06152436392087685
0.3970116400718689,0.06249151574937921
